Clinic Name,Province,Location,Owner,LinkedIn,Website,Phone,Email,Latitude,Longitude
Paws and Paws,Abu Dhabi,"Al Raha, RBW2 Al Faridah building, shop A2 - Abu Dhabi - United Arab Emirates",,,https://www.pawsandclawsclinics.com/,971 50 340 8149,,24.4578625,54.6163601
Pawspact Veterinarian Clinic,Abu Dhabi,22 At Tashreef St - Al Hisn - W7 01 - Abu Dhabi - United Arab Emirates,,,https://www.pawspactvet.com/,971 2 622 7260,contact@pawspactvet.com,24.47685565,54.35002294
Pearl Vet Medicine Est.,Dubai,Central Building - 15th St - Mirdif - Dubai - United Arab Emirates,,,,97146657783,,25.21749185,55.41864134
Pet Friends Group,Abu Dhabi,Delma Street,,,http://www.petfriendsgroup.net/,971 55 389 7593,,24.464446,54.3790606
Pet Pavilion,Abu Dhabi,ICAD I,Dr. Luis Mendoza,,https://www.petpavilion.ae/,971 2 559 0453,admin@petpavilion.ae,24.3307524,54.4914149
Pet Well Veterinary Clinic,Abu Dhabi,Al Dana Tower - 31st St - Al Sa`Adah - Zone 1 - Abu Dhabi - United Arab Emirates,,,http://petwell-clinics.com/,971 50 104 8443,,24.43034775,54.43779635
Pet n Vet Clinic,Abu Dhabi,"Al Ain Al Murabba Street, Building 156, Near Al Ain Hospital",,,https://www.petnvetclinic.com/,,,24.16358039,55.81105964
Pet Life Veterinary Clinic,Abu Dhabi,5R66+WCM animal food market سوق الاعلاف -خلف Pet life vet clinic - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,971559223733,,24.1627875,55.81131714
Pet Oasis,Abu Dhabi,"Abu Dhabi - Al Muroor, 66 Al Majarrah Street, Zone 1 Sector E-38",Dr. Elizabeth Thomas,https://www.linkedin.com/in/drelizabeththomas719924172/,https://petsoasisuae.com/,9.72E+10,info@petsoasisuae.com,24.44351007,54.4105787
Premier Veterinary Clinic,Abu Dhabi,Al Wathba,,,https://premierveterinary.ae/,971 2 446 3721,,24.2817033,54.6617001
Pure Life Vet Grooming & Cats Boarding,Abu Dhabi,Hazza ' Bin Zayed The First St - Al Nahyan - E19 02 - Abu Dhabi - United Arab Emirates,Souheil A,https://www.linkedin.com/in/souheilab3a04316a/,https://www.purelifevet.com/,971 4 272 3442,contact@purelifevet.com,24.47847422,54.38377819
Pure Life Veterinarian Treatment,Abu Dhabi,"Abu Dhabi Central Abu Dhabi, Medical District",Dr. Firas,,https://purelifevet.com/,,,24.47938753,54.38599341
RPC Vet Clinic,Abu Dhabi,"Abu Dhabi - Khalifa City, SE45 Sector",,,https://rpcvetclinic.com/,971 58 939 4078,,24.44477735,54.61382373
Royal Veterinary Centre,Abu Dhabi,"Al Ain Villa 23, Al Bateen District, Near Souq Extra",,https://ae.linkedin.com/company/royalveterinarycentrealain,https://www.facebook.com/RoyalVetAlAin/,971 3 768 0686,,24.28358451,55.59878118
Rukn Al Zajel Veterinary Medicines,Abu Dhabi,"Shop#14, Pets and Birds Market, Meena",,,http://ruknalzajel.com/,971 4 267 9383,,24.50991868,54.37914827
Soul Veterinary Clinic,Abu Dhabi,Al Ain Central Market Shops F37 and F38 - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,,,24.16405828,55.81100919
SHARQ vet clinic,Abu Dhabi,Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,,,24.16183396,55.81031959
Jabal Aladham Vet. Clinic,Abu Dhabi,1 An Nama-a 5 St - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,,,24.16226804,55.80996833
Swiss Veterinary Clinic,Abu Dhabi,"Abu Dhabi Khalifa City, Swiss Standard Care",,,https://swissveterinaryclinic.com/,,,24.4661084,54.3461445
Saadiyat Veterinary,Abu Dhabi,"Abu Dhabi - 58 Al Nahhat Street, Al Shahama, New Shahamah",,,,971 52 105 5959,,24.52985643,54.69144344
Saqar Veterinary Clinic,Abu Dhabi,Abu Dhabi Baniyas,,,,971 2 583 3180,,24.3105082,54.6424379
Advance pet clinic,Abu Dhabi,"Plot no. 30, Road-4, Bida Bin Ammar - 'Asharij - Al Ain City - Abu Dhabi - United Arab Emirates",,,,971 2 622 3000,,24.22595134,55.65521727
The City Vet Clinic - Al Ain,Abu Dhabi,5R76+74 - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,http://thecityvetclinic.com/,8003990,alwasl@thecityvetclinic.com,24.1635706,55.810373
Top Care Veterinary Clinic,Abu Dhabi,"Al Wahda Mall, Abu Dhabi",,,,,Veterinary clinics,24.4716637,54.3723735
Vet Zone Veterinary Clinic,Abu Dhabi,Al Jimi Avenue - Al Bateen - W10 - Abu Dhabi - United Arab Emirates,,,vetzoneclinic.com,02 546 6511,info@vetzoneclinic.com,24.47026739,54.34091063
Wellpet Veterinary Clinic,Abu Dhabi,Murror - Zone 1 - Abu Dhabi - United Arab Emirates,,,,"24.463000, 54.386000",Comprehensive range of services,24.46479946,54.38725508
Welfare Veterinary Clinic,Abu Dhabi,Muroor Rd - Al Nahyan - Zone 1 - Abu Dhabi - United Arab Emirates,,,https://wvetclinic.com/,971 2 622 5506,contact@wvetclinic.com,24.4643631,54.384506
Zoo Veterinary Center,Abu Dhabi,Emirates Park Zoo - St no 12 - Al Bahyah - Al Bahyah Farms 2 - Abu Dhabi,,,,,,24.4538352,54.3774014
Sweet Pets Veterinary Clinic,Abu Dhabi,5R65+QP7 - Unnamed Road - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,,,24.16201571,55.80933612
Sky Veterinary Clinic,Abu Dhabi,1 Al Nama Street 2 - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,971562162122,,24.16282228,55.81681091
Falcon Vet Clinic Alain,Abu Dhabi,7Q78+CC - Al Qattarah - Al Shuabah - Abu Dhabi - United Arab Emirates,,,,971559223733,,24.26403559,55.76581437
Pawsitive Vibes Veterinary Clinic,Abu Dhabi,F44 Backside of Bawadi Mall Al Ain - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,97137220421,,24.16392766,55.8101177
Care Veterinary Clinic,Abu Dhabi,"Shop No 137F, 138F, Al Khrair Area,Central Market - Abu Dhabi - United Arab Emirates",,,,,,24.16190625,55.80986597
Avian veterinary Clinic,Abu Dhabi,central market office number F-6 bawadi alain - Abu Dhabi - United Arab Emirates,,,,97137344877,,24.16367738,55.81110726
Orthopedic Veterinary Clinic,Dubai,Al Barsha South 3 - Dubai - United Arab Emirates,,,,971564011131,,25.06827543,55.25074399
Paw Prints Veterinary Clinic,Dubai,"Arjan, Nas 2 Building, Shop 1 - Dubai - United Arab Emirates",,,,971544337908,,25.06063147,55.23876816
Animalia Veterinary Clinic,Abu Dhabi,Beach Building No. 1484 - C 18 Al Raha Blvd - Al Rahah - Al Dana - Abu Dhabi - United Arab Emirates,,,http://www.animalia.ae/,971544424987,,24.44712829,54.57671231
